cosiota_samples,planck_cosiota_samples,shoes_cosiota_samples
-8.040943330816799905e-01,-9.184195793197245106e-01,-7.876865388695976078e-01
-9.612591078095311659e-01,-9.249408926097750783e-01,-9.088311091173522094e-01
-8.780138798156842395e-01,-8.921009719613938183e-01,-8.304687066214859748e-01
-9.664364957951556701e-01,-9.219278036311330249e-01,-9.530238449145337354e-01
-8.078131570483959578e-01,-9.842902101652816205e-01,-9.616933478824263304e-01
-8.288180816817678487e-01,-9.856004003238597599e-01,-8.936098480090685081e-01
-7.958852449518735162e-01,-9.331623899455866455e-01,-9.320119001101553335e-01
-9.662122270196665808e-01,-9.208206798976793506e-01,-8.988653694310589914e-01
-8.891214930585502607e-01,-9.891896884385693589e-01,-8.774100727400419020e-01
-8.830508678756670005e-01,-9.365289209451191921e-01,-8.845494094651820127e-01
-8.675616509139243426e-01,-9.350277861796706391e-01,-8.493293369186917241e-01
-7.537458225856951133e-01,-9.455821437670169916e-01,-9.000994084794174954e-01
-9.650735237573505598e-01,-8.934918856165566803e-01,-9.030103207238753260e-01
-7.629209807035048918e-01,-9.477662650600773286e-01,-8.982056198430691252e-01
-9.189995512109935261e-01,-8.420972732929606908e-01,-9.379492172082058987e-01
-6.639395682467097437e-01,-9.802456778413849436e-01,-9.827428180591785134e-01
-8.584221496226396297e-01,-9.889645789512369056e-01,-9.129319787292092814e-01
-7.361658037226906925e-01,-9.649179235119910159e-01,-8.762241912813913958e-01
-8.914567966858130132e-01,-9.742013302168247568e-01,-8.440407883545562040e-01
-9.235121492364246620e-01,-9.945262557882523780e-01,-9.271549125744471542e-01
-7.741212658005057756e-01,-9.524181500478130502e-01,-8.246864440010246433e-01
-7.513124618086082229e-01,-9.293293847042860545e-01,-7.971648881992012825e-01
-7.014847333186124967e-01,-9.302366175087209976e-01,-7.380339123976888960e-01
-8.019761523358120980e-01,-8.888849914920414763e-01,-8.539338192017401630e-01
-4.507305152314268204e-01,-9.209977332769462288e-01,-8.567436934073202615e-01
-8.165719892032182736e-01,-9.434906763504824490e-01,-9.228096768933752303e-01
-5.693992508063728808e-01,-9.766216409206398552e-01,-8.562062043230660446e-01
-9.899521965648583333e-01,-7.874380356663206459e-01,-8.508423508964177984e-01
-8.084042660402289693e-01,-9.542425860681890137e-01,-8.763308425028086823e-01
-4.973012416977686811e-01,-9.835338326692326660e-01,-7.562567441287036951e-01
-9.719500153996896152e-01,-9.741727931778272342e-01,-9.309736811750730645e-01
-8.459435272961337571e-01,-9.493229858923362130e-01,-9.268056825491460815e-01
-7.724032330491633624e-01,-9.248278774168192662e-01,-9.108883556781152135e-01
-5.215193230299379756e-01,-9.090209791775738513e-01,-9.192945816039647111e-01
-7.573691001312895521e-01,-8.784296930090429445e-01,-9.626402203301533955e-01
-7.828803510521984421e-01,-9.365656739336074565e-01,-9.161341766392940844e-01
-9.220088912624165856e-01,-9.507128496021980402e-01,-8.471502975531476354e-01
-8.859095314971717761e-01,-9.285641975719667318e-01,-7.506831753542030361e-01
-6.368094060230216069e-01,-8.779167818559431291e-01,-9.997721510551804691e-01
-8.650202766098695761e-01,-9.715016700883191136e-01,-9.109125802118686055e-01
-8.422177244997300916e-01,-9.877284853589570757e-01,-9.483310963368257740e-01
-5.395269182944901765e-01,-9.462738205138918612e-01,-9.624402801745779445e-01
-6.839773281013968864e-01,-8.124938705514815895e-01,-7.559437379928711787e-01
-8.210702699242061753e-01,-9.334206203380730482e-01,-7.685178221979864777e-01
-8.839818142183981653e-01,-9.533105912024585349e-01,-9.668594440470561491e-01
-6.313089684537823709e-01,-8.259178863720375574e-01,-8.088621421259977184e-01
-5.228147559154247004e-01,-9.403506084959170064e-01,-8.721449703955026500e-01
-7.401749397322205937e-01,-9.196687635827209828e-01,-7.895659173055582514e-01
-4.834460908563077974e-01,-9.956017529176098835e-01,-8.373886709280614626e-01
-8.004373155844511922e-01,-9.498296608741129132e-01,-8.025435132399477700e-01
-5.520052170907187028e-01,-8.801602518928350882e-01,-9.940563729860887321e-01
-7.118798117044948803e-01,-9.152866275868764001e-01,-9.521106016130936878e-01
-7.359435312168164378e-01,-9.320107949403750869e-01,-8.946155427183180020e-01
-8.317675032494150633e-01,-9.577163118469737002e-01,-9.061111729690344285e-01
-9.073080262834688492e-01,-8.805833120370177847e-01,-9.020516112254204355e-01
-8.162895899085350626e-01,-9.219958248931209299e-01,-9.401248253820457812e-01
-8.891940740276667032e-01,-9.119241573630613162e-01,-7.890944236514407795e-01
-9.213314763025536314e-01,-9.719525540835174393e-01,-8.651498670583408490e-01
-8.157861035719315979e-01,-9.943496572903471886e-01,-8.322113711565235494e-01
-8.220564654977416952e-01,-9.245103136762740093e-01,-9.691711085068490661e-01
-8.278865503466606990e-01,-9.897759712942583166e-01,-9.737290096967577968e-01
-8.812177606618434300e-01,-9.184382809061029107e-01,-8.689153811102497960e-01
-9.292325461622157334e-01,-9.924672821663130806e-01,-9.469652459096229435e-01
-9.035683625456253365e-01,-8.968069849102636715e-01,-9.731242660520866838e-01
-6.445982827342554566e-01,-9.445389193721608345e-01,-9.870182683922779088e-01
-6.929097810935137547e-01,-9.272818287206984200e-01,-9.185335454285324941e-01
-9.783901372182401968e-01,-9.559648266587926768e-01,-9.317001530678521437e-01
-7.739611904541239262e-01,-8.225293032345600830e-01,-8.392856465152506162e-01
-8.928048879036131202e-01,-9.952925410730349975e-01,-9.138065180403751597e-01
-6.703816536040929641e-01,-9.746991919969080209e-01,-8.602264233688234896e-01
-6.526918358774626006e-01,-9.964108255172056117e-01,-9.715547618480528946e-01
-6.369190826881956369e-01,-9.472974711760454580e-01,-9.277991895105665021e-01
-5.397724849891313292e-01,-9.680966711325252883e-01,-8.516160739707958616e-01
-8.336639419054020506e-01,-9.748448502768953805e-01,-9.968613062637711186e-01
-9.078427400836043271e-01,-9.516095881588644279e-01,-8.353881724341829518e-01
-6.391255738841961076e-01,-9.725035514665464342e-01,-9.969234567454122731e-01
-9.023625434784017241e-01,-9.091001509693554805e-01,-8.754304574329300204e-01
-9.551845240820372451e-01,-9.322068561355962846e-01,-8.485340743396707630e-01
-7.468764121321080918e-01,-9.670270614612674898e-01,-9.250120113072870520e-01
-7.704462732976991024e-01,-9.450131622742679038e-01,-9.453141203245726265e-01
-5.286033925840175618e-01,-9.664757965490965441e-01,-8.695559201167291086e-01
-8.513210850552686004e-01,-9.947565105648075168e-01,-8.941095170245886292e-01
-7.720336517703235701e-01,-9.988911006619081157e-01,-9.765781366738918168e-01
-9.406445402177908699e-01,-9.312804759663813048e-01,-8.072557079976003802e-01
-9.011071020771566076e-01,-9.692600044050960761e-01,-9.956491839587018333e-01
-8.223991996560079398e-01,-9.893890105621466757e-01,-7.693103370559415399e-01
-6.797809453526193479e-01,-9.420416849434497530e-01,-8.247136211150428720e-01
-7.695573346704157602e-01,-9.894013324444014268e-01,-9.093911183681065991e-01
-5.521708221024189678e-01,-9.755298187167377177e-01,-9.345727134247322487e-01
-6.452350441189952379e-01,-9.399381968736334469e-01,-9.032655804383492582e-01
-9.332137965387446998e-01,-9.695281245695317462e-01,-8.689408088900911764e-01
-7.467839973890385563e-01,-9.344940612515652001e-01,-8.657438981172025372e-01
-6.045985829328464067e-01,-9.644363703173096658e-01,-9.130953925927555170e-01
-5.849411920776048657e-01,-9.733878989378914603e-01,-8.327290213656542983e-01
-7.757524840423123402e-01,-9.010213215581263091e-01,-9.521692799920435935e-01
-7.315245554917848558e-01,-9.686437418528428545e-01,-9.082622280901577749e-01
-9.428155671284982331e-01,-8.046666996079572254e-01,-8.991136741874174998e-01
-9.201460155865777146e-01,-9.440061936961586797e-01,-9.268792461723375231e-01
-9.680058314393064078e-01,-9.854857599695293624e-01,-9.851183803126642990e-01
-7.576099508522866621e-01,-9.396256773729729783e-01,-8.168965798404140832e-01
-6.671896977503342097e-01,-9.988000175421448690e-01,-9.082685517447657286e-01
-6.786067498322797542e-01,-9.306214968399375564e-01,-9.187561265298567204e-01
-5.610250280282998991e-01,-9.875371074358810786e-01,-9.423066273726106168e-01
-9.009173867728526020e-01,-9.455757384156691092e-01,-8.705976231575363045e-01
-3.839010922641249435e-01,-9.657747624698327371e-01,-8.304041837201996401e-01
-8.378307442232809654e-01,-8.988940704148105088e-01,-9.455983738158603158e-01
-7.886452187410112336e-01,-9.764880413216415755e-01,-9.506300322656848767e-01
-7.828650349066852421e-01,-9.433514255636787915e-01,-9.870550535590945085e-01
-7.829303599226312693e-01,-9.822589239795281868e-01,-9.069965534196126056e-01
-6.152229323703500841e-01,-8.873953747775245038e-01,-9.149497811859548246e-01
-6.684697141711527513e-01,-9.571686877793390558e-01,-8.159857146254344551e-01
-9.053078362248085931e-01,-9.877848065385630427e-01,-7.888797626905847959e-01
-6.846762208369872038e-01,-9.290535386964324793e-01,-9.585020895282535536e-01
-8.057551622640857225e-01,-8.954950608905769549e-01,-8.206592620627892742e-01
-5.184608960058910698e-01,-9.196333965864441629e-01,-9.048680691359098915e-01
-7.775163350561080655e-01,-8.858002949181197350e-01,-8.534222694801048004e-01
-7.999503796844564807e-01,-9.991179687166500401e-01,-8.726272385184438152e-01
-7.612828253861968486e-01,-9.648664809597645720e-01,-9.485021931557502395e-01
-6.541586294481468444e-01,-8.886166609320532705e-01,-8.118441727457950119e-01
-9.686893329334689273e-01,-9.930388855362745071e-01,-9.430556684017149527e-01
-7.483810944573964230e-01,-9.580771649715023042e-01,-9.651949714084449017e-01
-6.111817727503883191e-01,-9.767549540663038599e-01,-8.029503838210699795e-01
-7.675307411019460790e-01,-8.608505950253282357e-01,-8.831986660318640325e-01
-8.970202340958551845e-01,-9.432771831181219202e-01,-9.236727489605696118e-01
-6.915769115234696729e-01,-8.487862747972640953e-01,-9.192305661638496828e-01
-8.290095666177943468e-01,-9.934144329516746419e-01,-9.597726243428725823e-01
-8.106025345011989014e-01,-9.442786988335770682e-01,-7.887036482900275924e-01
-8.262713786516903136e-01,-9.818058261261890518e-01,-9.110429958520736005e-01
-8.539553969390801802e-01,-9.826557004044494947e-01,-9.094098319608829861e-01
-8.276660791423782193e-01,-9.563971862673704694e-01,-9.070863839617311353e-01
-7.805659190174106810e-01,-8.787151784979267966e-01,-8.373972849704975907e-01
-6.932157809145986782e-01,-9.956172555641024102e-01,-9.715752628036458116e-01
-7.791393226958815976e-01,-9.978277289004678918e-01,-8.249174834591801453e-01
-8.470855109663777416e-01,-9.824436773727648342e-01,-8.645729729042049838e-01
-7.853527296019103821e-01,-8.677655686220693276e-01,-9.305132313997015459e-01
-5.656509173442306748e-01,-8.576761280175736468e-01,-9.301115956316508004e-01
-8.974422708929638004e-01,-9.531125680180568827e-01,-9.266642308665925531e-01
-8.682430261103482039e-01,-9.812517605613493288e-01,-8.652124015152744541e-01
-8.396391080906862037e-01,-9.184942531391339093e-01,-7.909663823839861996e-01
-9.819220402427736305e-01,-9.729115612259746637e-01,-9.433621267995199178e-01
-9.056928184307510010e-01,-9.034591047405498010e-01,-9.407534040213143545e-01
-8.912348684267247245e-01,-8.253248499179481890e-01,-8.883806343973831288e-01
-2.362422832548954077e-01,-9.662448892434581937e-01,-8.638729037797246990e-01
-6.985928402464400833e-01,-9.574693489871856089e-01,-8.753371226019740492e-01
-8.781590020251658357e-01,-9.926224011070522435e-01,-8.426753492207397223e-01
-4.801368040514821245e-01,-9.520154013402641890e-01,-7.842121951788092460e-01
-8.555541986384811448e-01,-9.576141222870717673e-01,-8.745301086009922287e-01
-4.363649156513886851e-01,-9.716243741048894433e-01,-8.454635027704207051e-01
-6.723882799705985791e-01,-8.109697893685884340e-01,-9.376492505194590210e-01
-9.251512281756621991e-01,-8.950087654653513525e-01,-9.561059341166003867e-01
-9.270411177949117176e-01,-9.692344751923723800e-01,-8.961164940836133797e-01
-7.930469992928462775e-01,-9.978301000235433316e-01,-9.982004284498575686e-01
-5.825144644095742175e-01,-9.454629636684768190e-01,-9.432452242169556689e-01
-8.264702126934132531e-01,-9.041951242357798568e-01,-8.431691514121386621e-01
-7.039476704837657195e-01,-9.656332982830277967e-01,-9.394315415017053805e-01
-9.654211727014094802e-01,-9.331103450855537940e-01,-8.939225007421156555e-01
-8.932924669799353623e-01,-9.659270934859058855e-01,-8.775378082620122200e-01
-7.249220272798796438e-01,-9.439193955835972760e-01,-8.903183965536921596e-01
-9.157266798362565519e-01,-9.801942284302284092e-01,-7.806533972450568903e-01
-8.564543946488492043e-01,-9.448787179132835945e-01,-8.193900868876633492e-01
-6.545935028165118519e-01,-9.227478073987267493e-01,-8.190417912126415345e-01
-8.151694005285509137e-01,-9.418704921204003044e-01,-8.668636341400584033e-01
-8.408179776269836259e-01,-9.123923654911487713e-01,-8.846961409344061833e-01
-9.560778156363223257e-01,-8.989871371012395640e-01,-9.734719794348388744e-01
-8.276044427162879691e-01,-9.738077423494558849e-01,-9.818971397460981576e-01
-4.262466619288493019e-01,-8.477659383361180190e-01,-8.128894399192623244e-01
-4.024933871525077644e-01,-9.817882854588556585e-01,-8.668062155393412294e-01
-7.633143813037998049e-01,-9.152734364471710737e-01,-8.790413012921478586e-01
-8.184852046185473462e-01,-9.997241578237855419e-01,-8.850902058558866026e-01
-8.116318339761096068e-01,-9.507549180199119654e-01,-9.741774219761930587e-01
-7.289042346017670093e-01,-9.715035719094251565e-01,-8.718399037512523098e-01
-5.412871558021916663e-01,-9.799941265888565400e-01,-9.247749064609758207e-01
-7.445455469257303838e-01,-9.252496204229103682e-01,-9.186964830702357698e-01
-8.246661101143127892e-01,-9.428258900534624010e-01,-8.276087748835357916e-01
-6.682264739229980544e-01,-9.234156181765119653e-01,-9.119731131287284187e-01
-8.823928674857729471e-01,-9.857690700133174833e-01,-8.587180968864276398e-01
-7.570545109280720775e-01,-9.839212301750730472e-01,-8.994446902570434332e-01
-8.317518007922232171e-01,-9.165343288657179510e-01,-9.624139183944987463e-01
-9.533981569224545538e-01,-8.600828918919245503e-01,-9.547806893086948632e-01
-5.809223994792788170e-01,-9.748417434872557186e-01,-8.434827771779711547e-01
-7.401986736375937292e-01,-8.672740604622080074e-01,-6.979270980087661780e-01
-4.619476861242066135e-01,-9.853944944370763848e-01,-9.372990753878207570e-01
-8.717822539511270730e-01,-9.268450941076384897e-01,-9.947001605929854939e-01
-8.022051426866110280e-01,-9.278233234536006346e-01,-9.106431638128040795e-01
-6.106794721310777607e-01,-9.604852663387992706e-01,-8.369399465193789744e-01
-6.672916500342255253e-01,-9.790211014699266023e-01,-8.961941924169307683e-01
-9.716474146635479814e-01,-9.858430344006303692e-01,-9.857974275982864798e-01
-5.550262700867283350e-01,-9.816275273713567229e-01,-9.425445640235499134e-01
-7.092943987127210415e-01,-9.755367192871817750e-01,-9.082973357823906913e-01
-8.362220248882590301e-01,-9.276426104090977898e-01,-9.653426461849773377e-01
-8.661185561291995239e-01,-9.365088780680843605e-01,-9.186640711324646213e-01
-8.106596941645808352e-01,-9.848407001989839538e-01,-9.627679002484963444e-01
-7.949248788190832471e-01,-9.413797198850262227e-01,-8.512448891662925954e-01
-5.305910064768426526e-01,-9.515377535325352243e-01,-8.477659383361180190e-01
-7.467365779736412357e-01,-9.519808651352219542e-01,-8.607832055142815575e-01
-9.597590407815559388e-01,-9.322704937332687569e-01,-9.152338705170472988e-01
-3.867961884841595865e-01,-8.553352625526672304e-01,-8.416831357930212310e-01
-7.771540533393830330e-01,-9.727699031137553298e-01,-8.967029559194699129e-01
-9.681472875488507102e-01,-9.543814148226005267e-01,-8.985243881947777567e-01
-9.128603464771235521e-01,-9.429188401661190433e-01,-8.315617079009183232e-01
-8.184829323646547472e-01,-9.761016833142300841e-01,-8.576327664665285289e-01
-7.216664985435349289e-01,-9.121797189347301549e-01,-9.606297853507098639e-01
-8.861497882983524477e-01,-9.678677829008527356e-01,-9.064607352019394826e-01
-7.437797163331203443e-01,-9.797651265640643370e-01,-8.414834791909753253e-01
-6.148835627899348344e-01,-9.351572196946212889e-01,-9.177380557388916671e-01
-8.687406092012132097e-01,-8.131541813038171140e-01,-9.498195830881569490e-01
-7.490907244234124018e-01,-9.461216164134188533e-01,-9.121620916207586749e-01
-8.734541590828015512e-01,-9.926059900848335227e-01,-9.665805480392827276e-01
-3.697306181135168734e-01,-8.928396926554710289e-01,-7.837576866242517148e-01
-8.799241168012719161e-01,-9.156477952171124812e-01,-9.534225908293688656e-01
-9.698540115728722100e-01,-9.395876345144674735e-01,-8.697766842062637505e-01
-4.207535175952973328e-01,-9.814493532407477794e-01,-8.507982718202530270e-01
-7.517156400956173101e-01,-9.802162236378924032e-01,-9.189045180724668693e-01
-8.357268789155062327e-01,-8.981912866686083685e-01,-9.205551297643841391e-01
-7.049876168379901609e-01,-9.176771070741480685e-01,-8.962804840916962501e-01
-8.229056576815219071e-01,-9.606079905508138062e-01,-8.438412385421275586e-01
-7.932738191239396830e-01,-9.299733141113792900e-01,-9.072651665807814902e-01
-6.163875841404624634e-01,-9.430229377642076471e-01,-8.697215112801757186e-01
-8.844997590801334519e-01,-9.916279578754128021e-01,-8.028166266596168388e-01
-7.544957810808001764e-01,-9.023656260481248692e-01,-8.543347163868044714e-01
-8.251893796782927559e-01,-8.169484954668518872e-01,-8.208916286776811733e-01
-8.019706589622940252e-01,-9.486434625547860433e-01,-9.037793942250899049e-01
-8.674014149299955623e-01,-9.107060727071252249e-01,-8.660232324932555237e-01
-8.411083975912538868e-01,-9.816005852099307649e-01,-8.479552134732891711e-01
-7.607235731897548092e-01,-9.097269590347153434e-01,-7.871311838591392718e-01
-7.965828395094814995e-01,-9.707484867425297814e-01,-8.388226747046512166e-01
-7.473908262245214651e-01,-9.853328131529656142e-01,-9.059489161935367907e-01
-4.324264814205127094e-01,-7.976750295168970606e-01,-9.321388919528716954e-01
-6.236195400951526358e-01,-9.759131880369902312e-01,-9.910131828044119739e-01
-9.788938989060856910e-01,-8.487582336072274636e-01,-8.004686188290461857e-01
-4.665452881090454973e-01,-9.679488307504433564e-01,-8.945418486213926323e-01
-8.387385708173096255e-01,-9.701600700413728351e-01,-8.848813856563350067e-01
-6.621713166986454846e-01,-9.529810353097621922e-01,-9.578262552564099641e-01
-5.476433357379539846e-01,-9.890377018570291057e-01,-8.962611091106823524e-01
-9.484530937969321007e-01,-9.294835903834264279e-01,-9.942682167372177693e-01
-5.623056259607274177e-01,-8.952201198431738449e-01,-9.648497314933972557e-01
-9.622078656691013254e-01,-9.805487464605440184e-01,-8.676774347968415624e-01
-8.722463525742678581e-01,-9.500250170428652385e-01,-8.582901593344862690e-01
-7.114080138986779156e-01,-8.718399037512523098e-01,-8.679341360403435290e-01
-5.119303197449672771e-01,-9.628822490595501105e-01,-9.400294526753897317e-01
-6.805610316370844792e-01,-9.479278913841483467e-01,-9.163888224174867592e-01
-5.146335058900162185e-01,-8.711891022878908153e-01,-9.768478546712108246e-01
-8.378560453915266937e-01,-9.179552104037762561e-01,-9.689191107937626946e-01
-9.137431853452269159e-01,-9.844600725705792144e-01,-9.479091807827610960e-01
-6.479647787761447786e-01,-9.762018600860961071e-01,-8.958615782612386891e-01
-7.301444321707708518e-01,-9.920313933904885140e-01,-8.738468590907022548e-01
-9.271996989386392940e-01,-9.707422011042629029e-01,-8.654854549083903503e-01
-9.448302667594443705e-01,-9.763714651610708728e-01,-9.603718848087605675e-01
-7.527773053888955346e-01,-9.387711385396813046e-01,-9.331741476701548299e-01
-8.891014107111645526e-01,-9.429129229807489132e-01,-8.111671473970174517e-01
-8.312930661580142377e-01,-8.871195909738320839e-01,-8.602964018345383712e-01
-9.117336885895831466e-01,-9.584905693358626300e-01,-7.856495345655896134e-01
-9.595061636827452167e-01,-9.502931746051448414e-01,-9.363609837570447958e-01
-7.749460982672414788e-01,-9.071864694424869313e-01,-9.473775444093089915e-01
-7.821925955200891289e-01,-9.608579939478683052e-01,-9.708882871978000706e-01
-9.108242503549748292e-01,-9.427857028328024969e-01,-9.076538976943265835e-01
-9.789152328877425147e-01,-9.888933221850138011e-01,-8.223918192037531494e-01
-8.177276064367517971e-01,-9.569211793595510107e-01,-8.483756543956399998e-01
-7.890135686784744973e-01,-9.799140528492349400e-01,-9.577338361411280587e-01
-8.919528210414779945e-01,-9.580333695516317638e-01,-8.738689398630492544e-01
-7.955674802801532275e-01,-9.631824706087439569e-01,-8.793021238356648617e-01
-9.722798008872675091e-01,-8.589197328165870671e-01,-9.640130494479529633e-01
-7.416434740199785436e-01,-9.337069958495382016e-01,-9.317345364448047507e-01
-9.521016365342425125e-01,-8.999662633936069689e-01,-8.531743077843024770e-01
-4.030175731047247467e-01,-9.577665882046619839e-01,-8.818451668058144843e-01
-8.482282465291645090e-01,-9.939649940262230698e-01,-9.099605583488569183e-01
-9.347285482796894307e-01,-9.384216144262232939e-01,-8.128132878300061703e-01
-9.002229591932922048e-01,-9.756668242065410501e-01,-9.335087463542809383e-01
-8.996676395961542561e-01,-9.867600420208884060e-01,-9.213588793974742952e-01
-8.822673549866717480e-01,-9.575498026061836088e-01,-9.140457999280633405e-01
-7.374116931016800880e-01,-9.782149177411864072e-01,-8.807788448202532594e-01
-9.931753180922094915e-01,-9.883832291461756014e-01,-9.401272821513235733e-01
-8.549602562364037039e-01,-9.879804319988733097e-01,-7.711695510272421616e-01
-8.041002350940932297e-01,-9.323745341903890704e-01,-8.811115490912564407e-01
-9.531315531802937446e-01,-8.996924712940961300e-01,-9.843276566881464795e-01
-8.365439765325852761e-01,-9.762464711479031942e-01,-8.502280219227686953e-01
-8.665006079589239185e-01,-9.619719749208988091e-01,-7.792919614674442830e-01
-9.380035737791827533e-01,-9.413032116235943159e-01,-9.618686875619740784e-01
-8.533933545509914120e-01,-9.934429544788749844e-01,-9.473433768099019936e-01
-6.463434496353545056e-01,-9.964521321814708843e-01,-8.774139711337216596e-01
-8.563105138018283213e-01,-9.493452989319978164e-01,-8.654908729048765847e-01
-7.732097117741620895e-01,-9.715564487578862707e-01,-9.157540700575256265e-01
-9.192198574484563567e-01,-9.333564702865848606e-01,-8.851410458231816492e-01
-8.081794150961015832e-01,-9.503654907518025441e-01,-7.758919364915968231e-01
-8.429725435719165327e-01,-9.063347978736848720e-01,-9.179683658435751070e-01
-6.792376664084261995e-01,-8.866903393043211734e-01,-8.444368640653185931e-01
-7.627618033928637020e-01,-8.872730288931287568e-01,-9.200699097610222088e-01
-8.042230816188667974e-01,-9.083632091948156129e-01,-7.899158385047015951e-01
-7.904535638232309536e-01,-8.601681502159319592e-01,-8.339683029492146460e-01
-5.260384488539415759e-01,-9.766324765290613774e-01,-7.866276545420941568e-01
-8.699162141146730143e-01,-9.293562889503609314e-01,-8.243927059955612480e-01
-6.023735061153024928e-01,-9.015524677475010851e-01,-9.112285130250322718e-01
-3.896230883777156984e-01,-9.452792606810559439e-01,-9.178132452235380212e-01
-8.959517377342410827e-01,-9.312558118898812687e-01,-8.747456903021284536e-01
-7.931613598056985737e-01,-9.066492325279380537e-01,-8.074865871206611256e-01
-8.090409315983853045e-01,-9.765330011477433292e-01,-8.508792649242170603e-01
-7.620764582334608184e-01,-9.932180535048733550e-01,-8.936918592674872874e-01
-7.505958637521672472e-01,-9.875706576980364249e-01,-8.758251338109130923e-01
-7.833578530391448469e-01,-9.013484027127414144e-01,-8.583043461682625663e-01
-9.869607301295504342e-01,-9.846088205097988100e-01,-8.605795915808730490e-01
-4.170886074145925826e-01,-9.882804261118665057e-01,-8.183121410155331787e-01
-9.670939648511495124e-01,-9.226721363198707726e-01,-8.922075206780538670e-01
-6.672636995222558376e-01,-9.588393924960821879e-01,-8.354585893368675631e-01
-7.302841269612101449e-01,-9.547686746241742517e-01,-8.974635446251518767e-01
-8.619838513648335754e-01,-9.402030069024470693e-01,-8.171009114573716259e-01
-8.405290053055588517e-01,-8.373155208429607921e-01,-9.061087294182572638e-01
-7.980401715117382277e-01,-9.903161003650534644e-01,-9.657929110850139720e-01
-8.030262368372298454e-01,-9.524382681368676051e-01,-9.583012710020125668e-01
-4.674725629277907690e-01,-9.066380815485408640e-01,-9.008717896292236516e-01
-9.623876573418497227e-01,-9.480877014217291565e-01,-8.978613350434472284e-01
-7.484842119768212454e-01,-8.997493935321596581e-01,-9.048396701317461543e-01
-9.291631922454722803e-01,-9.805978971509089481e-01,-8.479582496136257586e-01
-7.084728035709603189e-01,-8.512075927987525770e-01,-8.196333994669530165e-01
-3.778565473741051783e-01,-8.348201713298882831e-01,-9.406594657642588508e-01
-8.260325166938866648e-01,-9.292756220570150827e-01,-7.956545466513805787e-01
-6.679330479581981894e-01,-9.172707558729358279e-01,-8.608078310905126207e-01
-7.699942175114883325e-01,-9.399312061478046765e-01,-8.752249327764056730e-01
-5.522875003728026089e-01,-9.206972937906952037e-01,-9.375747228669938371e-01
-8.734909364324481285e-01,-9.412907859418483403e-01,-9.596981823392324307e-01
-8.858371737811254754e-01,-9.601018825257284783e-01,-8.041475746387551915e-01
-8.519767944137566218e-01,-9.806968485555461745e-01,-9.136600655490617617e-01
-6.482425678346681597e-01,-9.261829705294045700e-01,-9.109318975383138284e-01
-7.570514645555233013e-01,-9.949040697609496942e-01,-9.033351167605807586e-01
-8.763817059573568713e-01,-9.161217323287687009e-01,-9.793844712970705135e-01
-9.039816539274110330e-01,-9.640177428134542037e-01,-9.274415004333359525e-01
-9.834324812484437350e-01,-9.897787957379622359e-01,-9.389192196253186573e-01
-9.583792836522290193e-01,-9.960153310771712176e-01,-9.205520315575332901e-01
-7.386214037797799170e-01,-9.986178788549103791e-01,-9.957737242195123795e-01
-6.136771860638114973e-01,-9.855630066223528551e-01,-9.227123120301740089e-01
-8.127516509018402058e-01,-9.614113052707837781e-01,-9.750869793839113120e-01
-9.532441206496705677e-01,-9.679757724375495087e-01,-9.015614041453957617e-01
-8.657729265898123083e-01,-9.767132727855898366e-01,-8.487267770849630244e-01
-8.081004935104176834e-01,-8.944443001859910813e-01,-9.327198100290785554e-01
-6.599663759389939877e-01,-8.425643839567636961e-01,-9.324658152977074455e-01
-7.849487075637530120e-01,-9.578379078433475469e-01,-8.601408890122121953e-01
-9.054856301199741830e-01,-8.719463387847476987e-01,-9.361886565055644871e-01
-6.951279925804699777e-01,-8.880720279521152616e-01,-7.887837952527918528e-01
-9.471852410172770798e-01,-9.186024435194175553e-01,-9.025301655593008787e-01
-5.081788384546832571e-01,-9.731006004326759884e-01,-8.682536603939446929e-01
-8.703624236862388397e-01,-9.181867493236852695e-01,-9.723483564458771378e-01
-9.216707560630625906e-01,-9.158868186025014291e-01,-9.684286968119220074e-01
-8.378622357583088709e-01,-9.142547626917006953e-01,-9.048499248696184605e-01
-7.853242235023935036e-01,-9.346155910696126723e-01,-8.454124793355712875e-01
-7.758736932416288035e-01,-8.907761133460480041e-01,-8.241522872259345878e-01
-9.021797556158291931e-01,-9.112415618285006902e-01,-8.902249888421166490e-01
-9.947782818234023328e-01,-9.178373476691842336e-01,-8.418223292637343480e-01
-7.714872615183754334e-01,-9.368977713818595898e-01,-7.711519435353396679e-01
-7.911837889980702920e-01,-9.409090816872913710e-01,-8.898624402731746263e-01
-5.920704026434460143e-01,-9.183120255552443822e-01,-8.584194263609858933e-01
-6.414715176743831515e-01,-9.885235269587614448e-01,-9.222450275192435321e-01
-8.206174222057839307e-01,-9.643715445490458338e-01,-6.944097219508250651e-01
-8.527473202106137240e-01,-9.778375657267261989e-01,-9.017992958602000231e-01
-7.389623701750208662e-01,-9.739301173362246988e-01,-9.093031604694513659e-01
-6.372151078133240221e-01,-7.707699522439852569e-01,-7.737303053489020810e-01
-7.620649511177456370e-01,-8.386427085183165708e-01,-9.596274612945583371e-01
-8.422715423291955439e-01,-8.892786147821097886e-01,-9.614050641172290357e-01
-4.387382993376744422e-01,-9.535639679623222342e-01,-9.778114676959762663e-01
-8.876495008394362785e-01,-9.870638220695392429e-01,-9.109174280867708973e-01
